car_id,href,brand_model,production_year,price,volume,power,gearbox_type,mileage
53420692,https://auto.drom.ru/voronezh/audi/a6/53420692.html,Audi A6,2013,1945700,3.0,245,робот,140067
53422256,https://auto.drom.ru/brest/audi/q3/53422256.html,Audi Q3,2020,2990015,2.0,230,автомат,31000
53425451,https://auto.drom.ru/moscow/audi/q7/53425451.html,Audi Q7,2014,2399000,3.0,245,АКПП,135000
53430341,https://auto.drom.ru/ekaterinburg/audi/a5/53430341.html,Audi A5,2010,1200000,2.0,180,вариатор,185000
53439318,https://auto.drom.ru/spb/audi/a5/53439318.html,Audi A5,2015,1649999,2.0,170,автомат,208000
53440141,https://auto.drom.ru/krasnoyarsk/audi/a3/53440141.html,Audi A3,2021,3250000,1.0,150,АКПП,19500
53442833,https://auto.drom.ru/minsk/audi/q5/53442833.html,Audi Q5,2021,3995000,2.0,265,робот,22000
53447872,https://auto.drom.ru/krasnodar/audi/a4/53447872.html,Audi A4,2016,2350000,1.0,150,робот,152000
53450660,https://auto.drom.ru/minvody/audi/a4/53450660.html,Audi A4,2009,1390000,2.0,120,вариатор,317300
53450994,https://auto.drom.ru/krasnodar/audi/q5/53450994.html,Audi Q5,2009,1595000,2.0,211,робот,205000
53451425,https://auto.drom.ru/krasnodar/audi/q3/53451425.html,Audi Q3,2012,1650000,2.0,177,робот,224000
53451925,https://auto.drom.ru/spb/audi/a4/53451925.html,Audi A4,2018,2670000,2.0,190,робот,161000
53458762,https://auto.drom.ru/novosibirsk/audi/tt/53458762.html,Audi TT,1999,650000,2.0,180,механика,252500
53460661,https://auto.drom.ru/ekaterinburg/audi/tt/53460661.html,Audi TT,2009,1499900,2.0,200,автомат,206000
53461588,https://auto.drom.ru/krasnoyarsk/audi/tt/53461588.html,Audi TT,1999,555000,2.0,180,механика,280000
53463219,https://auto.drom.ru/moscow/audi/a8/53463219.html,Audi A8,2018,5450000,3.0,286,автомат,131310
53464235,https://auto.drom.ru/kaliningrad/audi/a6/53464235.html,Audi A6,1994,635000,3.0,140,АКПП,420000
53477545,https://auto.drom.ru/tomsk/audi/q7/53477545.html,Audi Q7,2008,1500000,4.0,280,АКПП,380
53477934,https://auto.drom.ru/krasnoyarsk/audi/q7/53477934.html,Audi Q7,2019,5187000,2.0,252,АКПП,54500
53479796,https://auto.drom.ru/surgut/audi/q7/53479796.html,Audi Q7,2019,7400000,3.0,249,АКПП,72360
