car_id,href,brand_model,production_year,price,volume,power,gearbox_type,mileage
584911324,https://auto.drom.ru/barnaul/toyota/camry/584911324.html,Toyota Camry,2013,2480000,3.0,181,АКПП,160000
586083756,https://auto.drom.ru/kemerovo/toyota/camry/586083756.html,Toyota Camry,2015,2000000,2.0,150,АКПП,210000
586363479,https://auto.drom.ru/novokuznetsk/toyota/camry/586363479.html,Toyota Camry,2018,3000000,3.0,181,АКПП,148000
587208250,https://auto.drom.ru/moscow/toyota/camry/587208250.html,Toyota Camry,2015,2590000,3.0,181,АКПП,110000
587599891,https://auto.drom.ru/novosibirsk/toyota/camry/587599891.html,Toyota Camry,2017,2230000,2.0,150,АКПП,171285
588288393,https://auto.drom.ru/sevastopol/toyota/camry/588288393.html,Toyota Camry,2020,3550000,3.0,204,АКПП,41000
588456180,https://auto.drom.ru/novosibirsk/toyota/camry/588456180.html,Toyota Camry,2017,2425000,3.0,181,АКПП,123000
591129007,https://auto.drom.ru/ekaterinburg/toyota/camry/591129007.html,Toyota Camry,2015,2430000,3.0,181,АКПП,125000
591388033,https://auto.drom.ru/tomsk/toyota/camry/591388033.html,Toyota Camry,2012,2200000,4.0,249,АКПП,225000
591491172,https://auto.drom.ru/irkutsk/toyota/camry/591491172.html,Toyota Camry,2014,2000000,3.0,181,АКПП,245000
594369758,https://auto.drom.ru/novosibirsk/toyota/camry/594369758.html,Toyota Camry,2014,1890000,2.0,148,АКПП,239000
595440076,https://auto.drom.ru/minusinsk/toyota/camry/595440076.html,Toyota Camry,2015,1550000,2.0,150,АКПП,157000
595914006,https://auto.drom.ru/novosibirsk/toyota/camry/595914006.html,Toyota Camry,2017,2430000,3.0,181,АКПП,146825
596332888,https://auto.drom.ru/omsk/toyota/camry/596332888.html,Toyota Camry,2020,3650000,3.0,181,АКПП,40500
596831191,https://auto.drom.ru/moscow/toyota/camry/596831191.html,Toyota Camry,2019,3075000,3.0,181,АКПП,90547
598369806,https://auto.drom.ru/rostov-na-donu/toyota/camry/598369806.html,Toyota Camry,2016,2449900,2.0,150,АКПП,76800
598719955,https://auto.drom.ru/moscow/toyota/camry/598719955.html,Toyota Camry,2016,2300000,3.0,181,АКПП,140000
599115991,https://auto.drom.ru/krasnoyarsk/toyota/camry/599115991.html,Toyota Camry,2018,2949000,3.0,181,АКПП,200470
600837324,https://auto.drom.ru/tyumen/toyota/camry/600837324.html,Toyota Camry,2014,1899000,3.0,181,АКПП,227000
602374932,https://auto.drom.ru/barnaul/toyota/camry/602374932.html,Toyota Camry,2018,3500000,3.0,181,АКПП,42804
603334092,https://auto.drom.ru/ufa/toyota/camry/603334092.html,Toyota Camry,2017,2629000,3.0,181,АКПП,143590
604515508,https://auto.drom.ru/irkutsk/toyota/camry/604515508.html,Toyota Camry,2015,2200000,4.0,249,АКПП,144000
605767783,https://auto.drom.ru/sochi/toyota/camry/605767783.html,Toyota Camry,2015,1600000,3.0,181,АКПП,547000
605797248,https://auto.drom.ru/perm/toyota/camry/605797248.html,Toyota Camry,2015,2310000,3.0,181,АКПП,144700
607154002,https://auto.drom.ru/chita/toyota/camry/607154002.html,Toyota Camry,2020,3500000,3.0,181,АКПП,69000
608526936,https://auto.drom.ru/moscow/toyota/camry/608526936.html,Toyota Camry,2018,2499000,3.0,181,АКПП,81423
609210568,https://auto.drom.ru/ekaterinburg/toyota/camry/609210568.html,Toyota Camry,2020,3550000,3.0,181,АКПП,34280
609935329,https://auto.drom.ru/platnirovskaya/toyota/camry/609935329.html,Toyota Camry,2018,2900000,3.0,181,АКПП,145000
611936368,https://auto.drom.ru/krasnoyarsk/toyota/camry/611936368.html,Toyota Camry,2012,2050000,4.0,277,АКПП,215360
612778579,https://auto.drom.ru/omsk/toyota/camry/612778579.html,Toyota Camry,2020,3500000,3.0,181,АКПП,39555
613877484,https://auto.drom.ru/kurgan/toyota/camry/613877484.html,Toyota Camry,2016,2590000,3.0,181,АКПП,91200
614787204,https://auto.drom.ru/spb/toyota/camry/614787204.html,Toyota Camry,2013,2168000,2.0,148,АКПП,89231
